cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,T0_TF,dilution,nutrient_treatment,light_level,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag
en687,1',19-20-21-22',NA',L1,2022-07-29 19:27:30+00:00,2022-07-29 20:15:00+00:00,2022-07-30 20:31:00+00:00,41.1896,-70.874285,3.14025,22.4369,3,24.52,1.89092915214168,TF,wsw,N,65%,b,a,>0&<200,152,6,0.776503022,2.22867365,98.7,56.6,1.07,1.055,97.63,55.545,1.75767395805203,2.33985032809956,1.45454225003675,1
en687,1',19-20-21-22',NA',L1,2022-07-29 19:27:30+00:00,2022-07-29 20:15:00+00:00,2022-07-30 20:31:00+00:00,41.1896,-70.874285,3.14025,22.4369,3,24.52,1.89092915214168,TF,wsw,N,65%,b,b,>0&<200,152,6,0.776503022,2.22867365,97.1,54.5,1.07,1.055,96.03,53.445,1.79680044905978,2.36764942906308,1.28328785311344,1
en687,1',19-20-21-22',NA',L1,2022-07-29 19:27:30+00:00,2022-07-29 20:15:00+00:00,2022-07-30 20:31:00+00:00,41.1896,-70.874285,3.14025,22.4369,3,24.52,1.89092915214168,TF,wsw,N,65%,b,c,>0&<200,152,6,0.776503022,2.22867365,121,53,1.07,1.055,119.93,51.945,2.3087881413033,3.77984375800995,-0.231374544376124,1
en687,1',19-20-21-22',NA',L1,2022-07-29 19:27:30+00:00,2022-07-29 20:15:00+00:00,2022-07-30 20:31:00+00:00,41.1896,-70.874285,3.14025,22.4369,3,24.52,1.89092915214168,TF,wsw,N,65%,c,a,>0&<200,152,6,0.776503022,2.22867365,95.8,52.4,1.07,1.055,94.73,51.345,1.84497029895803,2.41212799060472,1.09535399561203,1
en687,1',19-20-21-22',NA',L1,2022-07-29 19:27:30+00:00,2022-07-29 20:15:00+00:00,2022-07-30 20:31:00+00:00,41.1896,-70.874285,3.14025,22.4369,3,24.52,1.89092915214168,TF,wsw,N,65%,c,b,>0&<200,152,6,0.776503022,2.22867365,97.2,52.5,1.07,1.055,96.13,51.445,1.86859753134415,2.48440565310987,1.02990753767638,1
en687,1',19-20-21-22',NA',L1,2022-07-29 19:27:30+00:00,2022-07-29 20:15:00+00:00,2022-07-30 20:31:00+00:00,41.1896,-70.874285,3.14025,22.4369,3,24.52,1.89092915214168,TF,wsw,N,65%,c,c,>0&<200,152,6,0.776503022,2.22867365,74.7,56.7,1.07,1.055,73.63,55.645,1.32320963249169,0.99993366165785,2.80129012104797,3
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,dil,NA,NA,NA,a,>0&<200,152,6,0.776503022,2.22867365,6.15,4.09,1.06,1.04,5.09,3.05,1.66885245901639,0.113420331931166,0.0949314074389982,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,dil,NA,NA,NA,b,>0&<200,152,6,0.776503022,2.22867365,6.53,4.09,1.06,1.04,5.47,3.05,1.79344262295082,0.134547648663442,0.0738040907067222,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,dil,NA,NA,NA,c,>0&<200,152,6,0.776503022,2.22867365,7.14,4.81,1.06,1.04,6.08,3.77,1.61273209549072,0.128431846451467,0.129104565819194,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,dil,NA,NA,NA,a,>10&<200,152,6,0.776503022,2.22867365,1.84,1.56,1.06,1.04,0.78,0.52,1.5,0.0144555325010309,0.0210667312604396,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,dil,NA,NA,NA,b,>10&<200,152,6,0.776503022,2.22867365,1.82,1.49,1.06,1.04,0.76,0.45,1.68888888888889,0.017235442597383,0.013504977965428,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,dil,NA,NA,NA,c,>10&<200,152,6,0.776503022,2.22867365,1.78,1.39,1.06,1.04,0.72,0.35,2.05714285714286,0.0205713347130055,0.00333788128029195,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,wsw,NA,NA,NA,a,>0&<200,152,6,0.776503022,2.22867365,25.8,17,1.06,1.04,24.74,15.96,1.55012531328321,0.488152212919428,0.602108036374937,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,wsw,NA,NA,NA,b,>0&<200,152,6,0.776503022,2.22867365,20.5,12.3,1.06,1.04,19.44,11.26,1.72646536412078,0.454793291763203,0.314400342764025,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,wsw,NA,NA,NA,c,>0&<200,152,6,0.776503022,2.22867365,27.5,19.7,1.06,1.04,26.44,18.66,1.41693461950697,0.432554010992386,0.842148761678845,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,wsw,NA,NA,NA,a,>10&<200,152,6,0.776503022,2.22867365,3.79,2.6,1.06,1.04,2.73,1.56,1.75,0.0650498962546391,0.0415168950297726,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,wsw,NA,NA,NA,b,>10&<200,152,6,0.776503022,2.22867365,4.49,2.9,1.06,1.04,3.43,1.86,1.84408602150538,0.0872891770254559,0.0397712279674965,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,T0,wsw,NA,NA,NA,c,>10&<200,152,6,0.776503022,2.22867365,3.77,2.53,1.06,1.04,2.71,1.49,1.81879194630872,0.0678298063509912,0.033955141734761,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,a,a,>0&<200,152,6,0.776503022,2.22867365,13.7,11.6,1.03,1.0035,12.67,10.5965,1.1956778181475,0.115282871695722,0.608585720512784,3
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,a,b,>0&<200,152,6,0.776503022,2.22867365,14.7,8.45,1.03,1.0035,13.67,7.4465,1.83576176727322,0.346015409692946,0.162670238575882,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,a,c,>0&<200,152,6,0.776503022,2.22867365,19.1,11.3,1.03,1.0035,18.07,10.2965,1.7549652794639,0.432192622679861,0.271182355820104,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,b,a,>0&<200,152,6,0.776503022,2.22867365,15.2,9.06,1.03,1.0035,14.17,8.0565,1.75882827530565,0.339899607480971,0.21045638866189,3
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,b,b,>0&<200,152,6,0.776503022,2.22867365,44.8,24.6,1.03,1.0035,43.77,23.5965,1.85493611340665,1.12161032657518,0.490314859670089,3
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,b,c,>0&<200,152,6,0.776503022,2.22867365,15,9.43,1.03,1.0035,13.97,8.4265,1.65786506853379,0.308208632382557,0.267422820667504,3
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,c,a,>0&<200,152,6,0.776503022,2.22867365,14.6,8.74,1.03,1.0035,13.57,7.7365,1.75402313707749,0.324332110941399,0.204164030579018,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,c,b,>0&<200,152,6,0.776503022,2.22867365,15.4,8.84,1.03,1.0035,14.37,7.8365,1.83372679129714,0.363250852290329,0.172076493799602,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,dil,N,65%,c,c,>0&<200,152,6,0.776503022,2.22867365,15.7,9.1,1.03,1.0035,14.67,8.0965,1.81189402828383,0.36547478036741,0.187613697603256,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,NoN,65%,a,a,>0&<200,152,6,0.776503022,2.22867365,46.5,27,1.03,1.0035,45.47,25.9965,1.74908160713942,1.08269158522625,0.693182510687343,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,NoN,65%,a,b,>0&<200,152,6,0.776503022,2.22867365,47.9,27.2,1.03,1.0035,46.87,26.1965,1.78917030901075,1.1494094275387,0.64012707751392,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,NoN,65%,a,c,>0&<200,152,6,0.776503022,2.22867365,46.7,26.5,1.03,1.0035,45.67,25.4965,1.79122624673975,1.12161032657518,0.620107746490846,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,NoN,65%,b,a,>0&<200,152,6,0.776503022,2.22867365,49.9,28.9,1.03,1.0035,48.87,27.8965,1.75183266718047,1.16608888811681,0.739578094617538,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,NoN,65%,b,b,>0&<200,152,6,0.776503022,2.22867365,50.6,28.8,1.03,1.0035,49.57,27.7965,1.78331804363859,1.21056744965845,0.688268328506391,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,NoN,65%,b,c,>0&<200,152,6,0.776503022,2.22867365,51.9,28.9,1.03,1.0035,50.87,27.8965,1.82352624881257,1.2772852919709,0.628381690763454,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,N,65%,a,a,>0&<200,152,6,0.776503022,2.22867365,65.1,35.1,1.03,1.0035,64.07,34.0965,1.87907849779303,1.66647270546019,0.662728960584002,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,N,65%,a,b,>0&<200,152,6,0.776503022,2.22867365,62.3,35.9,1.03,1.0035,61.27,34.8965,1.75576347198143,1.46631917852284,0.917532124077461,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,N,65%,a,c,>0&<200,152,6,0.776503022,2.22867365,61.8,35.5,1.03,1.0035,60.77,34.4965,1.76162799124549,1.46075935833014,0.895767125992111,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,N,65%,b,a,>0&<200,152,6,0.776503022,2.22867365,61.9,35.5,1.03,1.0035,60.87,34.4965,1.76452683605583,1.46631917852284,0.890207305799407,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,N,65%,b,b,>0&<200,152,6,0.776503022,2.22867365,63.2,36,1.03,1.0035,62.17,34.9965,1.77646336062178,1.51079774006447,0.87988476710534,1
en687,2',19-20-21-22',NA',L2,2022-07-30 03:09:43+00:00,2022-07-30 03:50:00+00:00,2022-07-31 04:21:00+00:00,41.0262125,-70.88256,2.8135,21.84615,3,25.3973220338983,1.79866634683422,TF,wsw,N,65%,b,c,>0&<200,152,6,0.776503022,2.22867365,60.6,34.7,1.03,1.0035,59.57,33.6965,1.76783938984761,1.43852007755932,0.863356770206819,1
